list_name,name,label
street_address,32 Bellevue Ave,32 Bellevue Ave
street_address,32 Kensington Ave,32 Kensington Ave
street_address,32 Lippincott St,32 Lippincott St
street_address,32 Nassau St,32 Nassau St
street_address,32 St Andrew St,32 St Andrew St
street_address,321 Augusta Ave,321 Augusta Ave
street_address,321 College St,321 College St
street_address,321A Augusta Ave,321A Augusta Ave
street_address,322 Spadina Ave,322 Spadina Ave
street_address,323 Augusta Ave,323 Augusta Ave
street_address,323 College St,323 College St
street_address,324 Spadina Ave,324 Spadina Ave
street_address,326 Spadina Ave,326 Spadina Ave
street_address,328 Spadina Ave,328 Spadina Ave
street_address,32A Oxford St,32A Oxford St
street_address,32B Oxford St,32B Oxford St
street_address,32C Oxford St,32C Oxford St
street_address,32D Oxford St,32D Oxford St
street_address,32E Oxford St,32E Oxford St
street_address,33 Kensington Ave,33 Kensington Ave
street_address,33 Nassau St,33 Nassau St
street_address,33 Oxford St,33 Oxford St
street_address,33 Wales Ave,33 Wales Ave
street_address,332 Spadina Ave,332 Spadina Ave
street_address,333 College St,333 College St
street_address,334 Spadina Ave,334 Spadina Ave
street_address,335 College St,335 College St
street_address,336 Spadina Ave,336 Spadina Ave
street_address,337 College St,337 College St
street_address,338 Spadina Ave,338 Spadina Ave
street_address,339 College St,339 College St
street_address,339A College St,339A College St
street_address,34 Bellevue Ave,34 Bellevue Ave
street_address,34 Kensington Ave,34 Kensington Ave
street_address,34 Lippincott St,34 Lippincott St
street_address,34 Nassau St,34 Nassau St
street_address,34 Oxford St,34 Oxford St
street_address,34 St Andrew St,34 St Andrew St
street_address,340 Spadina Ave,340 Spadina Ave
street_address,341 College St,341 College St
street_address,343 College St,343 College St
street_address,346 Spadina Ave,346 Spadina Ave
street_address,347-351 College St,347-351 College St
street_address,347 Bathurst St,347 Bathurst St
street_address,347 College St,347 College St
street_address,349 College St,349 College St
street_address,349A College St,349A College St
street_address,34A Bellevue Ave,34A Bellevue Ave
street_address,35 Bellevue Ave,35 Bellevue Ave
street_address,35 Kensington Ave,35 Kensington Ave
street_address,35 Nassau St,35 Nassau St
street_address,35 Oxford St,35 Oxford St
street_address,35 Wales Ave,35 Wales Ave
street_address,350 Spadina Ave,350 Spadina Ave
street_address,351 College St,351 College St
street_address,352 Spadina Ave,352 Spadina Ave
street_address,353 College St,353 College St
street_address,354 Spadina Ave,354 Spadina Ave
street_address,355 College St,355 College St
street_address,356 Spadina Ave,356 Spadina Ave
street_address,357 College St,357 College St
street_address,358 Spadina Ave,358 Spadina Ave
street_address,36 Bellevue Ave,36 Bellevue Ave
street_address,36 Kensington Ave,36 Kensington Ave
street_address,36 Lippincott St,36 Lippincott St
street_address,36 Nassau St,36 Nassau St
street_address,36 St Andrew St,36 St Andrew St
street_address,360 Spadina Ave,360 Spadina Ave
street_address,362 Spadina Ave,362 Spadina Ave
street_address,365 College St,365 College St
street_address,366 Spadina Ave,366 Spadina Ave
street_address,366A Spadina Ave,366A Spadina Ave
street_address,368 Spadina Ave,368 Spadina Ave
street_address,37 Kensington Ave,37 Kensington Ave
street_address,37 Nassau St,37 Nassau St
street_address,37 Oxford St,37 Oxford St
street_address,37 Wales Ave,37 Wales Ave
street_address,370 Spadina Ave,370 Spadina Ave
street_address,372 Spadina Ave,372 Spadina Ave
street_address,374 Spadina Ave,374 Spadina Ave
street_address,376 Spadina Ave,376 Spadina Ave
street_address,37A Oxford St,37A Oxford St
street_address,38 Bellevue Ave,38 Bellevue Ave
street_address,38 Kensington Ave,38 Kensington Ave
street_address,38 Kensington Pl,38 Kensington Pl
street_address,38 Lippincott St,38 Lippincott St
street_address,38 Nassau St,38 Nassau St
street_address,380 Spadina Ave,380 Spadina Ave
street_address,382 Spadina Ave,382 Spadina Ave
street_address,384 Spadina Ave,384 Spadina Ave
street_address,386 Spadina Ave,386 Spadina Ave
street_address,388 Spadina Ave,388 Spadina Ave
street_address,39 Kensington Ave,39 Kensington Ave
street_address,39 Nassau St,39 Nassau St
street_address,39 Oxford St,39 Oxford St
